0.001	-0.0193359
0.011	-0.056436
0.021	-0.0717373
0.031	-0.0816872
0.041	-0.0900145
0.051	-0.0972068
0.061	-0.103599
0.071	-0.109405
0.081	-0.11412
0.091	-0.119038
0.101	-0.123102
0.111	-0.12706
0.121	-0.130971
0.131	-0.134423
0.141	-0.137807
0.151	-0.141074
0.161	-0.144053
0.171	-0.146974
0.181	-0.149841
0.191	-0.152428
0.201	-0.154974
0.211	-0.15747
0.221	-0.159922
0.231	-0.162327
0.241	-0.164302
0.251	-0.166456
0.261	-0.168573
0.271	-0.170647
0.281	-0.172684
0.291	-0.174692
0.301	-0.176147
0.311	-0.177952
0.321	-0.179723
0.331	-0.181473
0.341	-0.183187
0.351	-0.184875
0.361	-0.18653
0.371	-0.187621
0.381	-0.189088
0.391	-0.190557
0.401	-0.192009
0.411	-0.193439
0.421	-0.194847
0.431	-0.196225
0.441	-0.19759
0.451	-0.198925
0.461	-0.200238
0.471	-0.200809
0.481	-0.201999
0.491	-0.203174
0.501	-0.204327
0.511	-0.205469
0.521	-0.206594
0.531	-0.207692
0.541	-0.20878
0.551	-0.20985
0.561	-0.210901
0.571	-0.211934
0.581	-0.212949
0.591	-0.2132
0.601	-0.214091
0.611	-0.21499
0.621	-0.215892
0.631	-0.216776
0.641	-0.217642
0.651	-0.218501
0.661	-0.219345
0.671	-0.22017
0.681	-0.220993
0.691	-0.221793
0.701	-0.222579
0.711	-0.223354
0.721	-0.224118
0.731	-0.224863
0.741	-0.224922
0.751	-0.225522
0.761	-0.226162
0.771	-0.226828
0.781	-0.227461
0.791	-0.228105
0.801	-0.228742
0.811	-0.229364
0.821	-0.229971
0.831	-0.230568
0.841	-0.231157
0.851	-0.231739
0.861	-0.23231
0.871	-0.232871
0.881	-0.23342
0.891	-0.233962
0.901	-0.23449
0.911	-0.235013
0.921	-0.235526
0.931	-0.236028
0.941	-0.235847
0.951	-0.236214
0.961	-0.236669
0.971	-0.23708
0.981	-0.237524
0.991	-0.237953
1.001	-0.238353
1.011	-0.238764
1.021	-0.239175
1.031	-0.239565
1.041	-0.239957
1.051	-0.240343
1.061	-0.240718
1.071	-0.241082
1.081	-0.241445
1.091	-0.241798
1.101	-0.242137
1.111	-0.242479
1.121	-0.24281
1.131	-0.243137
1.141	-0.243454
1.151	-0.243766
1.161	-0.244076
1.171	-0.24437
1.181	-0.244661
1.191	-0.244945
1.201	-0.244803
1.211	-0.244883
1.221	-0.245047
1.231	-0.245302
1.241	-0.245516
1.251	-0.245745
1.261	-0.245986
1.271	-0.246207
1.281	-0.246433
1.291	-0.246651
1.301	-0.246851
1.311	-0.247059
1.321	-0.247252
1.331	-0.247444
1.341	-0.247637
1.351	-0.247823
1.361	-0.248005
1.371	-0.248179
1.381	-0.248354
1.391	-0.248514
1.401	-0.248674
1.411	-0.24883
1.421	-0.248983
1.431	-0.249125
1.441	-0.249267
1.451	-0.249405
1.461	-0.249536
1.471	-0.249667
1.481	-0.249791
1.491	-0.249907
1.501	-0.250027
1.511	-0.250137
1.521	-0.250238
1.531	-0.250344
1.541	-0.250442
1.551	-0.250187
1.561	-0.250126
1.571	-0.250209
1.581	-0.250227
1.591	-0.250307
1.601	-0.25038
1.611	-0.250442
1.621	-0.250478
1.631	-0.250537
1.641	-0.250595
1.651	-0.250653
1.661	-0.250704
1.671	-0.250755
1.681	-0.250799
1.691	-0.250831
1.701	-0.250875
1.711	-0.250911
1.721	-0.250944
1.731	-0.250959
1.741	-0.250988
1.751	-0.251006
1.761	-0.251024
1.771	-0.251046
1.781	-0.251053
1.791	-0.251064
1.801	-0.251068
1.811	-0.251075
1.821	-0.251079
1.831	-0.251075
1.841	-0.251068
1.851	-0.251061
1.861	-0.25105
1.871	-0.251042
1.881	-0.251024
1.891	-0.25101
1.901	-0.250988
1.911	-0.250962
1.921	-0.250941
1.931	-0.250908
1.941	-0.250882
1.951	-0.250846
1.961	-0.25081
1.971	-0.250773
1.981	-0.250733
1.991	-0.250686
