0.05	-0.876749
0.1	-1.0258
0.15	-1.05677
0.2	-1.03664
0.25	-1.00202
0.3	-0.960998
0.35	-0.916978
0.4	-0.858232
0.45	-0.802163
0.5	-0.758839
0.55	-0.707241
0.6	-0.658882
0.65	-0.613614
0.7	-0.571399
0.75	-0.536667
0.8	-0.499022
0.85	-0.463991
0.9	-0.431432
0.95	-0.401153
1.0	-0.373024
1.05	-0.346889
1.1	-0.322612
1.15	-0.300071
1.2	-0.279138
1.25	-0.259697
1.3	-0.241649
1.35	-0.2249
1.4	-0.20934
1.45	-0.194894
1.5	-0.181484
1.55	-0.169035
1.6	-0.157474
1.65	-0.146731
1.7	-0.13677
1.75	-0.127504
1.8	-0.118904
1.85	-0.110911
1.9	-0.103482
1.95	-0.0965883
2.0	-0.0901746
2.05	-0.0842156
2.1	-0.0786713
2.15	-0.0735236
2.2	-0.0687287
2.25	-0.0642758
2.3	-0.0601285
2.35	-0.0562723
2.4	-0.0533182
2.45	-0.0499494
2.5	-0.046799
2.55	-0.0438631
2.6	-0.0411274
2.65	-0.0385735
2.7	-0.0361943
2.75	-0.0339714
2.8	-0.0319014
2.85	-0.029966
2.9	-0.0281616
2.95	-0.0264772
3.0	-0.0249056
3.05	-0.0234359
3.1	-0.0220571
3.15	-0.0207765
3.2	-0.0199543
3.25	-0.018812
3.3	-0.0177315
3.35	-0.0167238
3.4	-0.0157743
3.45	-0.0148902
3.5	-0.0140608
3.55	-0.0132823
3.6	-0.0125547
3.65	-0.0118707
3.7	-0.0112304
3.75	-0.0106265
3.8	-0.0100626
3.85	-0.0095315
3.9	-0.00924774
3.95	-0.00876389
4.0	-0.00830914
4.05	-0.00787986
4.1	-0.00747968
4.15	-0.0070977
4.2	-0.00674117
4.25	-0.00640284
4.3	-0.00608998
4.35	-0.00578802
4.4	-0.00551154
4.45	-0.00524597
4.5	-0.00499858
4.55	-0.00476211
4.6	-0.00464934
4.65	-0.00443106
4.7	-0.00422369
4.75	-0.00403088
4.8	-0.00384534
4.85	-0.00367072
4.9	-0.00350701
4.95	-0.00335058
5.0	-0.00320506
