0.05	-1.16153
0.1	-1.44701
0.15	-1.46324
0.2	-1.41962
0.25	-1.31581
0.3	-1.21771
0.35	-1.11986
0.4	-1.01383
0.45	-0.915832
0.5	-0.82648
0.55	-0.749689
0.6	-0.674452
0.65	-0.6066
0.7	-0.545537
0.75	-0.490665
0.8	-0.4414
0.85	-0.397195
0.9	-0.357551
0.95	-0.322012
1.0	-0.290151
1.05	-0.261593
1.1	-0.236003
1.15	-0.213058
1.2	-0.192485
1.25	-0.17403
1.3	-0.157481
1.35	-0.14262
1.4	-0.129279
1.45	-0.117296
1.5	-0.106527
1.55	-0.0968394
1.6	-0.08813
1.65	-0.0810142
1.7	-0.0738764
1.75	-0.0674299
1.8	-0.0616164
1.85	-0.0563596
1.9	-0.0516156
1.95	-0.0473156
2.0	-0.0434266
2.05	-0.0398977
2.1	-0.0367072
2.15	-0.0338077
2.2	-0.0315595
2.25	-0.0291184
2.3	-0.0268956
2.35	-0.0248729
2.4	-0.0230284
2.45	-0.021344
2.5	-0.0198124
2.55	-0.0184082
2.6	-0.0171276
2.65	-0.0159525
2.7	-0.0150576
2.75	-0.0140462
2.8	-0.0131186
2.85	-0.0122673
2.9	-0.0114851
2.95	-0.0107648
3.0	-0.0101027
3.05	-0.00949149
3.1	-0.0089276
3.15	-0.00840737
3.2	-0.00799992
3.25	-0.00754881
3.3	-0.00712316
3.35	-0.0067339
3.4	-0.0063701
3.45	-0.00603541
3.5	-0.00572618
3.55	-0.0054315
3.6	-0.00516229
3.65	-0.00491491
3.7	-0.0046748
3.75	-0.00446016
3.8	-0.00427463
3.85	-0.00407817
3.9	-0.00389628
3.95	-0.00372529
4.0	-0.00356886
4.05	-0.0034197
4.1	-0.00327782
4.15	-0.00314321
4.2	-0.00301588
4.25	-0.00290311
4.3	-0.00279033
4.35	-0.00268483
4.4	-0.0025866
4.45	-0.00249929
4.5	-0.00240834
4.55	-0.00232103
4.6	-0.00224099
4.65	-0.0021646
4.7	-0.00209184
4.75	-0.00202635
4.8	-0.00196087
4.85	-0.00189539
4.9	-0.00183718
4.95	-0.00177897
5.0	-0.0017244
