0.001	2.68542	6.47403	-12.3513
0.051	2.68542	6.47403	-0.998
0.101	1.43486	0.61229	-1.26783
0.151	1.43486	0.61229	-0.926
0.201	1.3454	0.229388	-1.1816
0.251	1.3454	0.229388	-0.891
0.301	1.29805	0.0398596	-1.1472
0.351	1.29805	0.0398596	-0.873
0.401	1.27183	-0.08583	-1.13054
0.451	1.27183	-0.08583	-0.862
0.501	1.24931	-0.17466	-1.1173
0.551	1.24931	-0.17466	-0.854
0.601	1.2356	-0.249077	-1.11129
0.651	1.2356	-0.249077	-0.849
0.701	1.22298	-0.302367	-1.10492
0.751	1.22298	-0.302367	-0.844
0.801	1.20858	-0.356232	-1.09978
0.851	1.20858	-0.356232	-0.840
0.901	1.19828	-0.39648	-1.09488
0.951	1.19828	-0.39648	-0.836
1.001	1.19208	-0.430952	-1.09288
1.051	1.19208	-0.430952	-0.834
1.101	1.1816	-0.467182	-1.0889
1.151	1.1816	-0.467182	-0.831
1.201	1.17609	-0.497532	-1.08658
1.251	1.17609	-0.497532	-0.830
1.301	1.16903	-0.5202	-1.08373
1.351	1.16903	-0.5202	-0.828
1.401	1.16472	-0.543021	-1.08217
1.451	1.16472	-0.543021	-0.826
1.501	1.1562	-0.568277	-1.07969
1.551	1.1562	-0.568277	-0.824
1.601	1.15068	-0.590802	-1.07781
1.651	1.15068	-0.590802	-0.822
1.701	1.14659	-0.608765	-1.07675
1.751	1.14659	-0.608765	-0.821
1.801	1.142	-0.623641	-1.07436
1.851	1.142	-0.623641	-0.820
1.901	1.13954	-0.638465	-1.07271
1.951	1.13954	-0.638465	-0.819
2.001	1.1348	-0.655086	-1.07242
2.051	1.1348	-0.655086	-0.818
2.101	1.1303	-0.671024	-1.0718
2.151	1.1303	-0.671024	-0.816
2.201	1.12596	-0.685885	-1.06961
2.251	1.12596	-0.685885	-0.815
2.301	1.12153	-0.699779	-1.06862
2.351	1.12153	-0.699779	-0.814
2.401	1.1184	-0.710894	-1.06739
2.451	1.1184	-0.710894	-0.813
2.501	1.11508	-0.720343	-1.06613
2.551	1.11508	-0.720343	-0.812
2.601	1.11358	-0.729811	-1.06458
2.651	1.11358	-0.729811	-0.812
2.701	1.11024	-0.74115	-1.06397
2.751	1.11024	-0.74115	-0.811
2.801	1.10682	-0.752162	-1.06348
2.851	1.10682	-0.752162	-0.810
2.901	1.104	-0.762759	-1.06262
2.951	1.104	-0.762759	-0.809
3.001	1.10166	-0.772226	-1.06191
3.051	1.10166	-0.772226	-0.808
3.101	1.09874	-0.781672	-1.0615
3.151	1.09874	-0.781672	-0.808
3.201	1.09592	-0.791154	-1.06071
3.251	1.09592	-0.791154	-0.807
3.301	1.09194	-0.800185	-1.05994
3.351	1.09194	-0.800185	-0.806
3.401	1.09094	-0.805422	-1.05855
3.451	1.09094	-0.805422	-0.805
3.501	1.08886	-0.81317	-1.05771
3.551	1.08886	-0.81317	-0.805
3.601	1.08698	-0.817952	-1.05636
3.651	1.08698	-0.817952	-0.804
3.701	1.08431	-0.825285	-1.05579
3.751	1.08431	-0.825285	-0.803
3.801	1.08183	-0.832614	-1.05543
3.851	1.08183	-0.832614	-0.803
3.901	1.07989	-0.839629	-1.05477
3.951	1.07989	-0.839629	-0.802
