0.05	0	-0.0098415
0.05	0.001	-0.0099607
0.05	0.002	-0.0100822
0.05	0.003	-0.010206
0.05	0.004	-0.0103321
0.05	0.005	-0.0104605
0.05	0.006	-0.0105914
0.05	0.007	-0.0107248
0.05	0.008	-0.0108608
0.05	0.009	-0.0109993
0.05	0.01	-0.0111406
0.05	0.011	-0.0112846
0.05	0.012	-0.0114315
0.05	0.013	-0.0115813
0.05	0.014	-0.0117341
0.05	0.015	-0.01189
0.05	0.016	-0.012049
0.05	0.017	-0.0122113
0.05	0.018	-0.012377
0.05	0.019	-0.012546
0.05	0.02	-0.0127186
0.05	0.021	-0.0128947
0.05	0.022	-0.0130746
0.05	0.023	-0.0132583
0.05	0.024	-0.013446
0.05	0.025	-0.0136376
0.05	0.026	-0.0138335
0.05	0.027	-0.0140336
0.05	0.028	-0.0142381
0.05	0.029	-0.0144471
0.05	0.03	-0.0146608
0.05	0.031	-0.0148793
0.05	0.032	-0.0151026
0.05	0.033	-0.0153311
0.05	0.034	-0.0155648
0.05	0.035	-0.0158039
0.05	0.036	-0.0160484
0.05	0.037	-0.0162987
0.05	0.038	-0.0165549
0.05	0.039	-0.0168171
0.05	0.04	-0.0170859
0.05	0.041	-0.0173611
0.05	0.042	-0.017643
0.05	0.043	-0.0179316
0.05	0.044	-0.0182274
0.05	0.045	-0.0185305
0.05	0.046	-0.018841
0.05	0.047	-0.019161
0.05	0.048	-0.019489
0.05	0.049	-0.0198257
0.15	0	-0.0820358
0.15	0.001	-0.0825787
0.15	0.002	-0.0831267
0.15	0.003	-0.0836798
0.15	0.004	-0.0842381
0.15	0.005	-0.0848067
0.15	0.006	-0.085383
0.15	0.007	-0.0859645
0.15	0.008	-0.086566
0.15	0.009	-0.0871762
0.15	0.01	-0.0877926
0.15	0.011	-0.0884152
0.15	0.012	-0.0890438
0.15	0.013	-0.0896783
0.15	0.014	-0.0903189
0.15	0.015	-0.0909656
0.15	0.016	-0.0916188
0.15	0.017	-0.0922788
0.15	0.018	-0.0929454
0.15	0.019	-0.0936184
0.15	0.02	-0.0942979
0.15	0.021	-0.0949846
0.15	0.022	-0.0956782
0.15	0.023	-0.0963788
0.15	0.024	-0.0970862
0.15	0.025	-0.0978006
0.15	0.026	-0.0985224
0.15	0.027	-0.0992513
0.15	0.028	-0.0999876
0.15	0.029	-0.100731
0.15	0.03	-0.101482
0.15	0.031	-0.10224
0.15	0.032	-0.103007
0.15	0.033	-0.103782
0.15	0.034	-0.104565
0.15	0.035	-0.105355
0.15	0.036	-0.106155
0.15	0.037	-0.106964
0.15	0.038	-0.107782
0.15	0.039	-0.108608
0.15	0.04	-0.109443
0.15	0.041	-0.110288
0.15	0.042	-0.111148
0.15	0.043	-0.112016
0.15	0.044	-0.11291
0.15	0.045	-0.11385
0.15	0.046	-0.114809
0.15	0.047	-0.115777
0.15	0.048	-0.116756
0.15	0.049	-0.117745
0.25	0	-0.178184
0.25	0.001	-0.178967
0.25	0.002	-0.179755
0.25	0.003	-0.180564
0.25	0.004	-0.181384
0.25	0.005	-0.182242
0.25	0.006	-0.183105
0.25	0.007	-0.183973
0.25	0.008	-0.184846
0.25	0.009	-0.185723
0.25	0.01	-0.186605
0.25	0.011	-0.187492
0.25	0.012	-0.188384
0.25	0.013	-0.18928
0.25	0.014	-0.190181
0.25	0.015	-0.191087
0.25	0.016	-0.191998
0.25	0.017	-0.192913
0.25	0.018	-0.193834
0.25	0.019	-0.194761
0.25	0.02	-0.195692
0.25	0.021	-0.196628
0.25	0.022	-0.197569
0.25	0.023	-0.198515
0.25	0.024	-0.199466
0.25	0.025	-0.200423
0.25	0.026	-0.201386
0.25	0.027	-0.202354
0.25	0.028	-0.203326
0.25	0.029	-0.204304
0.25	0.03	-0.205288
0.25	0.031	-0.206278
0.25	0.032	-0.207274
0.25	0.033	-0.208276
0.25	0.034	-0.209283
0.25	0.035	-0.210295
0.25	0.036	-0.211313
0.25	0.037	-0.212337
0.25	0.038	-0.213366
0.25	0.039	-0.214402
0.25	0.04	-0.215448
0.25	0.041	-0.2165
0.25	0.042	-0.217559
0.25	0.043	-0.218626
0.25	0.044	-0.21971
0.25	0.045	-0.220813
0.25	0.046	-0.221988
0.25	0.047	-0.223193
0.25	0.048	-0.224404
0.25	0.049	-0.225621
0.35	0	-0.276444
0.35	0.001	-0.277328
0.35	0.002	-0.278214
0.35	0.003	-0.279103
0.35	0.004	-0.279995
0.35	0.005	-0.28089
0.35	0.006	-0.281788
0.35	0.007	-0.282689
0.35	0.008	-0.283593
0.35	0.009	-0.2845
0.35	0.01	-0.285411
0.35	0.011	-0.286324
0.35	0.012	-0.287243
0.35	0.013	-0.288167
0.35	0.014	-0.289094
0.35	0.015	-0.290024
0.35	0.016	-0.290958
0.35	0.017	-0.291897
0.35	0.018	-0.292849
0.35	0.019	-0.293804
0.35	0.02	-0.294779
0.35	0.021	-0.295797
0.35	0.022	-0.296853
0.35	0.023	-0.297911
0.35	0.024	-0.298973
0.35	0.025	-0.300036
0.35	0.026	-0.301103
0.35	0.027	-0.302172
0.35	0.028	-0.303245
0.35	0.029	-0.304321
0.35	0.03	-0.3054
0.35	0.031	-0.306482
0.35	0.032	-0.307566
0.35	0.033	-0.308654
0.35	0.034	-0.309745
0.35	0.035	-0.310839
0.35	0.036	-0.311936
0.35	0.037	-0.313035
0.35	0.038	-0.314137
0.35	0.039	-0.315242
0.35	0.04	-0.31635
0.35	0.041	-0.317462
0.35	0.042	-0.318578
0.35	0.043	-0.319696
0.35	0.044	-0.320816
0.35	0.045	-0.321939
0.35	0.046	-0.323065
0.35	0.047	-0.324194
0.35	0.048	-0.325326
0.35	0.049	-0.32646
0.45	0	-0.367915
0.45	0.001	-0.368849
0.45	0.002	-0.369785
0.45	0.003	-0.370722
0.45	0.004	-0.371661
0.45	0.005	-0.372601
0.45	0.006	-0.373542
0.45	0.007	-0.374485
0.45	0.008	-0.375429
0.45	0.009	-0.376375
0.45	0.01	-0.377322
0.45	0.011	-0.378271
0.45	0.012	-0.379221
0.45	0.013	-0.380173
0.45	0.014	-0.381126
0.45	0.015	-0.38208
0.45	0.016	-0.383035
0.45	0.017	-0.383992
0.45	0.018	-0.38495
0.45	0.019	-0.385909
0.45	0.02	-0.386871
0.45	0.021	-0.387834
0.45	0.022	-0.388799
0.45	0.023	-0.389764
0.45	0.024	-0.390731
0.45	0.025	-0.391699
0.45	0.026	-0.392668
0.45	0.027	-0.393639
0.45	0.028	-0.39461
0.45	0.029	-0.395583
0.45	0.03	-0.396557
0.45	0.031	-0.397532
0.45	0.032	-0.39851
0.45	0.033	-0.39949
0.45	0.034	-0.400471
0.45	0.035	-0.401453
0.45	0.036	-0.402436
0.45	0.037	-0.40342
0.45	0.038	-0.404405
0.45	0.039	-0.405391
0.45	0.04	-0.406382
0.45	0.041	-0.407375
0.45	0.042	-0.408368
0.45	0.043	-0.409363
0.45	0.044	-0.41036
0.45	0.045	-0.411358
0.45	0.046	-0.412358
0.45	0.047	-0.413366
0.45	0.048	-0.414375
0.45	0.049	-0.415385
0.55	0	-0.451202
0.55	0.001	-0.452037
0.55	0.002	-0.452871
0.55	0.003	-0.453707
0.55	0.004	-0.454542
0.55	0.005	-0.455378
0.55	0.006	-0.456215
0.55	0.007	-0.457053
0.55	0.008	-0.45789
0.55	0.009	-0.458728
0.55	0.01	-0.459566
0.55	0.011	-0.460405
0.55	0.012	-0.461245
0.55	0.013	-0.462086
0.55	0.014	-0.462929
0.55	0.015	-0.463771
0.55	0.016	-0.464614
0.55	0.017	-0.465457
0.55	0.018	-0.4663
0.55	0.019	-0.467144
0.55	0.02	-0.467987
0.55	0.021	-0.468831
0.55	0.022	-0.469676
0.55	0.023	-0.470522
0.55	0.024	-0.471371
0.55	0.025	-0.472221
0.55	0.026	-0.47307
0.55	0.027	-0.47392
0.55	0.028	-0.474771
0.55	0.029	-0.475622
0.55	0.03	-0.476474
0.55	0.031	-0.477327
0.55	0.032	-0.478183
0.55	0.033	-0.479042
0.55	0.034	-0.479901
0.55	0.035	-0.48076
0.55	0.036	-0.48163
0.55	0.037	-0.482505
0.55	0.038	-0.48343
0.55	0.039	-0.484404
0.55	0.04	-0.485379
0.55	0.041	-0.486353
0.55	0.042	-0.487326
0.55	0.043	-0.4883
0.55	0.044	-0.489273
0.55	0.045	-0.490245
0.55	0.046	-0.491218
0.55	0.047	-0.49219
0.55	0.048	-0.493162
0.55	0.049	-0.494133
0.65	0	-0.524096
0.65	0.001	-0.52482
0.65	0.002	-0.525543
0.65	0.003	-0.526266
0.65	0.004	-0.52699
0.65	0.005	-0.527714
0.65	0.006	-0.52844
0.65	0.007	-0.529166
0.65	0.008	-0.529893
0.65	0.009	-0.530619
0.65	0.01	-0.531345
0.65	0.011	-0.532072
0.65	0.012	-0.532799
0.65	0.013	-0.533526
0.65	0.014	-0.534253
0.65	0.015	-0.53498
0.65	0.016	-0.535707
0.65	0.017	-0.536439
0.65	0.018	-0.53717
0.65	0.019	-0.537902
0.65	0.02	-0.538633
0.65	0.021	-0.539365
0.65	0.022	-0.540108
0.65	0.023	-0.540851
0.65	0.024	-0.541622
0.65	0.025	-0.54245
0.65	0.026	-0.543277
0.65	0.027	-0.544104
0.65	0.028	-0.54493
0.65	0.029	-0.545756
0.65	0.03	-0.546581
0.65	0.031	-0.547405
0.65	0.032	-0.548229
0.65	0.033	-0.549052
0.65	0.034	-0.549874
0.65	0.035	-0.550696
0.65	0.036	-0.551518
0.65	0.037	-0.552339
0.65	0.038	-0.553159
0.65	0.039	-0.553979
0.65	0.04	-0.554798
0.65	0.041	-0.555617
0.65	0.042	-0.556435
0.65	0.043	-0.557252
0.65	0.044	-0.558069
0.65	0.045	-0.558885
0.65	0.046	-0.5597
0.65	0.047	-0.560514
0.65	0.048	-0.561328
0.65	0.049	-0.562142
