0.05	-0.0780055
0.1	-0.169322
0.15	-0.254851
0.2	-0.329121
0.25	-0.388987
0.3	-0.434426
0.35	-0.468393
0.4	-0.492066
0.45	-0.508015
0.5	-0.516404
0.55	-0.521919
0.6	-0.520631
0.65	-0.516309
0.7	-0.512133
0.75	-0.50274
0.8	-0.491909
0.85	-0.480009
0.9	-0.470056
0.95	-0.456224
1.0	-0.442054
1.05	-0.427655
1.1	-0.413216
1.15	-0.399927
1.2	-0.386957
1.25	-0.372569
1.3	-0.358435
1.35	-0.344637
1.4	-0.331165
1.45	-0.318105
1.5	-0.305405
1.55	-0.29309
1.6	-0.281241
1.65	-0.269825
1.7	-0.259897
1.75	-0.249071
1.8	-0.238666
1.85	-0.228665
1.9	-0.219065
1.95	-0.20985
2.0	-0.201017
2.05	-0.192547
2.1	-0.184431
2.15	-0.176664
2.2	-0.169228
2.25	-0.162108
2.3	-0.155298
2.35	-0.14879
2.4	-0.142558
2.45	-0.136602
2.5	-0.130913
2.55	-0.12547
2.6	-0.120268
2.65	-0.115298
2.7	-0.110547
2.75	-0.106011
2.8	-0.101674
2.85	-0.0975269
2.9	-0.0935652
2.95	-0.0897817
3.0	-0.0861692
3.05	-0.0827131
3.1	-0.0794134
3.15	-0.0762557
3.2	-0.0732398
3.25	-0.0703549
3.3	-0.0676046
3.35	-0.064967
3.4	-0.0624495
3.45	-0.0600412
3.5	-0.0577384
3.55	-0.055541
3.6	-0.0534346
3.65	-0.0514192
3.7	-0.0494911
3.75	-0.0476502
3.8	-0.0458822
3.85	-0.0441942
3.9	-0.0425825
3.95	-0.0410328
4.0	-0.0395521
4.05	-0.0381333
4.1	-0.0367763
4.15	-0.0354703
4.2	-0.0342261
4.25	-0.0331347
4.3	-0.0320069
4.35	-0.0309046
4.4	-0.0298423
4.45	-0.028831
4.5	-0.027856
4.55	-0.026921
4.6	-0.0260261
4.65	-0.0251639
4.7	-0.0243417
4.75	-0.023545
4.8	-0.0227847
4.85	-0.0220534
4.9	-0.0213513
4.95	-0.0206783
5.0	-0.0200307
